Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Car Age
Toyota,RAV4,2.4,Hybrid,2002,178115,6664,20
Toyota,Prius,1.8,Hybrid,1989,234308,1254,33
Toyota,Prius,1.8,Hybrid,2014,51034,28437,8
Toyota,RAV4,2.0,Petrol,2003,148838,6923,19
Toyota,RAV4,2.0,Hybrid,2010,116749,17071,12
VW,Passat,1.4,Petrol,1991,318300,482,31
Ford,Focus,2.0,Diesel,2005,70202,12248,17
Toyota,RAV4,2.4,Hybrid,2010,52925,29212,12
VW,Passat,2.0,Diesel,1998,112170,5962,24
Ford,Fiesta,1.2,Petrol,2003,203556,1901,19
Ford,Mondeo,1.8,Diesel,2009,32884,18987,13
VW,Golf,1.2,Petrol,2005,113136,5586,17
VW,Golf,1.4,Petrol,1985,269090,414,37
Toyota,RAV4,2.0,Petrol,2015,31102,35379,7
Toyota,Yaris,1.4,Hybrid,2021,10276,38901,1
Ford,Mondeo,1.8,Diesel,2013,5000,28875,9
Ford,Focus,1.0,Petrol,2018,26840,25660,4
Toyota,RAV4,2.2,Hybrid,2007,69206,20606,15
VW,Polo,1.6,Petrol,2014,63006,14112,8
VW,Polo,1.4,Petrol,2016,45610,16837,6
Toyota,Yaris,1.0,Hybrid,2000,86902,5050,22
VW,Passat,2.0,Petrol,2001,78868,8819,21
BMW,Z4,2.4,Petrol,2017,57884,34025,5
Ford,Mondeo,1.4,Diesel,1993,196763,1688,29
VW,Golf,1.6,Hybrid,2003,110332,6919,19
VW,Golf,1.4,Diesel,1991,289646,534,31
VW,Polo,1.6,Petrol,2011,72003,10885,11
VW,Passat,1.8,Petrol,2018,42360,32909,4
Ford,Mondeo,1.8,Diesel,2015,50432,25483,7
Toyota,RAV4,1.8,Petrol,2003,171088,5458,19
VW,Golf,1.8,Petrol,2015,40271,21892,7
Toyota,Yaris,1.0,Hybrid,2013,69437,13543,9
Toyota,RAV4,2.2,Hybrid,2015,28056,45312,7
VW,Passat,2.0,Diesel,1985,287515,544,37
BMW,X3,2.4,Diesel,2001,144238,6871,21
Toyota,RAV4,2.4,Hybrid,1993,140537,4997,29
Ford,Focus,1.0,Petrol,2013,55408,15484,9
Toyota,Yaris,1.4,Petrol,2002,149944,3514,20
VW,Golf,1.8,Petrol,2021,6373,39459,1
Toyota,RAV4,2.4,Hybrid,2007,112049,15867,15
Toyota,Prius,1.8,Hybrid,2005,64815,14287,17
Toyota,RAV4,1.8,Hybrid,2007,46955,21497,15
Ford,Focus,1.0,Petrol,2006,102666,7017,16
VW,Polo,1.4,Diesel,2014,62309,13923,8
Toyota,RAV4,1.8,Hybrid,1993,196835,2693,29
VW,Golf,1.2,Petrol,2017,33865,21213,5
Porsche,911,2.2,Petrol,2018,22199,91965,4
Toyota,Yaris,1.4,Hybrid,2001,109136,5434,21
Porsche,Cayenne,4.0,Petrol,2002,90474,18556,20
Toyota,RAV4,2.0,Hybrid,2018,20952,54914,4
Ford,Mondeo,1.4,Diesel,1996,103176,4418,26
VW,Polo,1.2,Petrol,2001,127723,3223,21
Toyota,Yaris,1.0,Hybrid,2005,74649,7671,17
Ford,Mondeo,2.0,Diesel,2019,34940,38517,3
Toyota,Prius,1.4,Hybrid,1993,196617,2024,29
VW,Golf,1.4,Petrol,2002,127387,4427,20
Ford,Focus,1.0,Petrol,2011,85335,11093,11
Ford,Focus,1.4,Petrol,2003,88544,7528,19
Toyota,Prius,1.0,Hybrid,1992,176604,1903,30
Toyota,RAV4,1.8,Hybrid,2009,68833,21350,13
VW,Golf,1.2,Petrol,2010,99925,8602,12
BMW,Z4,2.4,Petrol,2004,68708,13326,18
Toyota,RAV4,2.0,Hybrid,2004,129322,10382,18
Toyota,Yaris,1.4,Hybrid,2017,36461,25744,5
Toyota,Yaris,1.2,Petrol,2009,72738,9261,13
VW,Polo,1.4,Petrol,1993,217495,955,29
Toyota,RAV4,2.2,Hybrid,2016,28810,48228,6
VW,Golf,1.4,Petrol,1992,253413,764,30
VW,Passat,1.6,Diesel,1989,341741,378,33
Ford,Focus,1.6,Petrol,1999,155679,3674,23
Ford,Mondeo,1.8,Diesel,2019,30787,37433,3
BMW,M5,5.0,Petrol,1996,140252,12001,26
Ford,Focus,1.0,Diesel,2012,36355,17093,10
Ford,Fiesta,1.0,Petrol,1986,331165,170,36
Toyota,Yaris,1.4,Petrol,2017,30382,22227,5
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312,27
VW,Passat,1.4,Diesel,2001,101907,6576,21
Toyota,Prius,1.8,Hybrid,1991,173990,2443,31
Ford,Fiesta,1.0,Petrol,2004,138953,3203,18
VW,Passat,2.0,Diesel,2007,163156,7234,15
Ford,Focus,1.6,Petrol,2018,45204,29130,4
VW,Passat,2.0,Diesel,2022,7782,57759,0
VW,Golf,1.6,Petrol,2011,69205,13162,11
Toyota,Prius,1.0,Hybrid,2006,51828,12372,16
VW,Golf,2.0,Petrol,2000,92303,6024,22
VW,Golf,1.6,Petrol,2005,145351,5011,17
Ford,Fiesta,1.2,Petrol,2004,138699,3516,18
Toyota,Prius,1.8,Hybrid,2006,42787,17550,16
Porsche,718 Cayman,2.4,Petrol,2001,136494,8020,21
Toyota,Yaris,1.0,Hybrid,2019,28087,26099,3
VW,Polo,1.2,Petrol,2007,63991,7614,15
Toyota,Prius,1.4,Hybrid,2006,107304,9994,16
Toyota,Prius,1.4,Hybrid,2019,32176,39212,3
VW,Golf,1.4,Petrol,2007,103965,7384,15
VW,Golf,2.0,Petrol,1991,264040,774,31
Ford,Fiesta,1.4,Petrol,1998,117616,3002,24
Toyota,Yaris,1.2,Hybrid,2007,100478,8002,15
Toyota,Prius,1.4,Hybrid,2016,52086,28468,6
VW,Golf,1.6,Petrol,1992,152855,1981,30
Ford,Focus,1.8,Petrol,2010,31473,19668,12
Toyota,RAV4,2.2,Petrol,2005,101278,12003,17
Ford,Focus,1.6,Hybrid,2016,27516,33957,6
VW,Golf,2.0,Diesel,2018,28407,31722,4
Ford,Mondeo,1.8,Diesel,2001,187542,3537,21
VW,Polo,2.0,Petrol,1988,160189,1345,34
Toyota,Yaris,1.4,Hybrid,2014,47951,19664,8
Toyota,Prius,1.8,Hybrid,1995,259370,1485,27
Ford,Fiesta,1.2,Petrol,2006,150801,3643,16
VW,Polo,1.2,Petrol,2008,97682,6448,14
VW,Passat,2.0,Diesel,2012,99767,16624,10
Porsche,Cayenne,3.5,Petrol,1987,317546,888,35
Ford,Mondeo,1.6,Petrol,2003,71971,8941,19
Toyota,RAV4,2.0,Hybrid,2000,115704,8835,22
Ford,Focus,1.6,Petrol,2007,91299,10304,15
VW,Polo,1.0,Petrol,2015,27980,14774,7
Ford,Mondeo,2.0,Petrol,2004,137798,6570,18
Ford,Mondeo,1.8,Diesel,2014,38215,25681,8
Toyota,Prius,1.4,Hybrid,1994,266923,1142,28
VW,Polo,1.0,Petrol,2008,46493,8303,14
Toyota,Prius,1.0,Hybrid,2003,122382,6167,19
VW,Polo,1.6,Petrol,2004,172952,3141,18
BMW,Z4,2.2,Petrol,1994,79111,6105,28
Toyota,RAV4,1.8,Hybrid,1994,203902,2705,28
Ford,Focus,1.0,Petrol,2018,34297,24582,4
Porsche,911,3.0,Petrol,2007,160305,19433,15
Toyota,Yaris,1.0,Hybrid,1996,35867,5384,26
Ford,Fiesta,1.2,Diesel,2011,86587,8723,11
Porsche,Cayenne,3.0,Diesel,2018,14658,78873,4
Ford,Focus,1.4,Petrol,2020,31287,33821,2
VW,Polo,1.2,Petrol,1998,178757,1735,24
Toyota,Yaris,1.4,Petrol,1994,53883,4162,28
Ford,Mondeo,1.6,Diesel,2018,10870,36852,4
Toyota,Prius,1.4,Hybrid,2005,82356,11191,17
VW,Polo,1.6,Petrol,1998,120898,3212,24
BMW,Z4,2.0,Petrol,1991,241081,1258,31
Ford,Fiesta,1.4,Petrol,1988,289688,342,34
Porsche,718 Cayman,2.4,Petrol,1997,246989,2355,25
BMW,X3,2.0,Petrol,1985,142992,2076,37
VW,Passat,1.8,Diesel,2011,64697,18821,11
BMW,M5,4.4,Petrol,1998,161830,10780,24
Ford,Focus,1.4,Petrol,2018,28024,30158,4
BMW,Z4,3.0,Petrol,1996,156682,4509,26
Ford,Fiesta,1.0,Petrol,2009,93538,6317,13
Toyota,Yaris,1.0,Petrol,2019,14288,23473,3
Ford,Focus,2.0,Petrol,2006,81822,11520,16
Toyota,RAV4,2.0,Hybrid,1986,215481,1508,36
BMW,Z4,2.2,Petrol,2019,28754,44415,3
VW,Passat,1.4,Diesel,2004,80705,9344,18
VW,Golf,2.0,Diesel,2009,60524,14316,13
VW,Passat,1.4,Diesel,2002,113879,6429,20
Ford,Mondeo,1.6,Diesel,2012,85455,15593,10
VW,Golf,1.2,Petrol,2019,5596,28309,3
Ford,Mondeo,1.8,Hybrid,2015,55395,28228,7
Toyota,Yaris,1.2,Petrol,2000,136312,3178,22
Ford,Mondeo,1.8,Petrol,1999,108377,5607,23
BMW,M5,5.0,Petrol,2011,76754,52387,11
VW,Passat,1.6,Diesel,1995,206056,2007,27
Toyota,RAV4,2.0,Hybrid,2000,148540,6818,22
Ford,Fiesta,1.2,Petrol,2018,23754,19725,4
Porsche,Cayenne,3.0,Petrol,1995,222539,3410,27
VW,Golf,1.2,Diesel,2014,39321,17658,8
VW,Polo,1.2,Petrol,2003,138515,3381,19
Toyota,RAV4,2.0,Hybrid,2012,59725,29179,10
Toyota,RAV4,1.8,Hybrid,2008,102206,15805,14
Ford,Focus,2.0,Diesel,2010,83311,15630,12
Ford,Focus,1.4,Petrol,2018,41355,27892,4
Ford,Fiesta,1.2,Diesel,2021,17474,26189,1
Toyota,RAV4,2.2,Hybrid,1992,199804,2713,30
VW,Polo,2.0,Petrol,2021,13577,33748,1
Ford,Fiesta,1.0,Petrol,2016,32446,14997,6
Toyota,RAV4,2.0,Hybrid,1997,130656,6443,25
Ford,Focus,1.4,Petrol,1994,118545,3311,28
Toyota,RAV4,1.8,Hybrid,2011,139810,14453,11
Toyota,Prius,1.0,Hybrid,2006,84312,9973,16
VW,Passat,1.6,Diesel,2002,83318,8585,20
Toyota,Yaris,1.4,Petrol,1986,183150,914,36
Ford,Focus,1.0,Petrol,2007,84337,8556,15
Porsche,Cayenne,3.0,Petrol,2002,114802,13435,20
Toyota,RAV4,2.2,Hybrid,2009,67314,23843,13
BMW,M5,5.0,Petrol,2000,122612,18006,22
VW,Golf,1.4,Petrol,1991,206254,1097,31
Toyota,RAV4,2.4,Hybrid,2018,26632,58275,4
Porsche,718 Cayman,4.0,Petrol,1991,248160,2016,31
Ford,Mondeo,1.4,Petrol,1996,130905,3406,26
VW,Golf,1.2,Petrol,2004,98438,5829,18
Toyota,RAV4,2.2,Hybrid,2005,93525,15238,17
Toyota,Yaris,1.4,Hybrid,1992,116353,2824,30
Ford,Fiesta,1.2,Petrol,1996,109619,2585,26
VW,Polo,1.6,Petrol,2001,129115,3681,21
Toyota,RAV4,2.0,Hybrid,2017,43027,45206,5
VW,Passat,2.0,Diesel,2015,48864,28657,7
Ford,Mondeo,1.8,Diesel,2012,81668,16982,10
Toyota,Prius,1.4,Hybrid,2018,29828,37183,4
VW,Golf,1.8,Petrol,1991,257172,783,31
Toyota,RAV4,1.8,Petrol,2014,51097,27842,8
Toyota,Yaris,1.4,Petrol,2017,32667,21935,5
VW,Golf,1.8,Petrol,1993,261776,857,29
VW,Polo,1.4,Petrol,1987,219722,627,35
Toyota,RAV4,2.2,Petrol,2020,20840,54875,2
BMW,Z4,2.4,Petrol,1997,190184,3243,25
BMW,M5,4.0,Petrol,2017,34125,91619,5
Ford,Focus,2.0,Petrol,1988,261729,771,34
Toyota,Yaris,1.2,Hybrid,2016,36087,22347,6
Ford,Mondeo,1.4,Diesel,2002,161406,4165,20
Toyota,Prius,1.4,Hybrid,1991,162940,2365,31
Ford,Focus,1.8,Petrol,1991,336739,437,31
Ford,Focus,1.4,Petrol,2009,103983,10044,13
Ford,Fiesta,1.0,Petrol,2018,38404,16547,4
VW,Passat,1.4,Diesel,1993,120931,3343,29
Toyota,Yaris,1.0,Hybrid,2002,148230,3614,20
VW,Passat,1.8,Diesel,2006,107503,9985,16
VW,Passat,2.0,Diesel,2004,124610,8086,18
Porsche,Cayenne,3.0,Petrol,2010,79557,29571,12
BMW,M5,4.4,Petrol,2002,105680,21943,20
VW,Passat,1.6,Diesel,1991,95548,3780,31
Toyota,Yaris,1.4,Hybrid,1987,288484,449,35
Ford,Mondeo,1.6,Diesel,1995,118507,3938,27
Toyota,Yaris,1.0,Hybrid,1996,93423,3692,26
BMW,X3,3.0,Diesel,2007,88368,17529,15
Porsche,Cayenne,3.0,Petrol,2003,140899,11711,19
BMW,X3,2.0,Diesel,1995,36797,8995,27
VW,Passat,2.0,Petrol,2000,129208,5690,22
VW,Passat,1.8,Diesel,2015,72434,23341,7
Toyota,Yaris,1.4,Hybrid,2018,34625,27818,4
Toyota,Yaris,1.2,Petrol,2008,97903,7263,14
Toyota,Yaris,1.2,Petrol,1997,270963,797,25
Ford,Mondeo,1.6,Diesel,2013,76733,17705,9
VW,Golf,1.2,Petrol,2001,166693,2786,21
Ford,Focus,2.0,Petrol,1995,112716,4422,27
Ford,Fiesta,1.2,Hybrid,1987,276979,400,35
VW,Golf,1.8,Petrol,2003,101937,6509,19
VW,Polo,1.0,Petrol,2013,43886,11774,9
VW,Polo,1.2,Petrol,2013,73855,10637,9
Ford,Focus,1.6,Petrol,2017,57873,25173,5
Ford,Focus,1.6,Diesel,2001,121698,5785,21
VW,Polo,1.2,Petrol,2009,81883,7711,13
VW,Passat,1.4,Diesel,2000,171496,3538,22
Ford,Focus,1.0,Petrol,1987,132547,1573,35
VW,Passat,1.4,Petrol,2017,24430,30141,5
BMW,X3,2.4,Diesel,2006,98950,13593,16
VW,Passat,1.4,Diesel,2009,132842,8852,13
VW,Polo,1.4,Petrol,1986,260477,404,36
VW,Passat,1.6,Diesel,1991,235666,1177,31
Toyota,RAV4,2.2,Hybrid,2011,82763,24530,11
Ford,Focus,1.4,Diesel,2016,39673,25891,6
Ford,Fiesta,1.0,Petrol,1992,47774,2762,30
BMW,Z4,2.0,Petrol,2014,58147,25387,8
Ford,Mondeo,2.0,Diesel,2003,154479,5636,19
VW,Polo,1.4,Petrol,2013,46322,13725,9
VW,Golf,1.8,Diesel,1996,196032,1995,26
Porsche,Cayenne,3.0,Petrol,2013,39488,46753,9
Toyota,Yaris,1.0,Petrol,2006,96885,5845,16
Toyota,Yaris,1.4,Hybrid,2019,20700,32186,3
Ford,Mondeo,1.4,Hybrid,2001,145462,5077,21
VW,Polo,1.0,Petrol,2018,38340,16989,4
VW,Golf,1.4,Petrol,2008,116255,7198,14
BMW,Z4,2.0,Petrol,2003,93076,9615,19
Toyota,Prius,1.4,Hybrid,2010,74177,16520,12
Toyota,RAV4,1.8,Hybrid,1995,149567,4596,27
VW,Passat,1.6,Petrol,1990,117398,2863,32
VW,Golf,1.6,Petrol,2002,117653,5103,20
VW,Polo,1.0,Petrol,2020,22940,21213,2
VW,Passat,1.8,Diesel,2011,37534,22303,11
Toyota,RAV4,1.8,Hybrid,2011,94925,20356,11
Toyota,Yaris,1.0,Hybrid,1992,174037,1496,30
VW,Passat,1.8,Petrol,2003,184533,4174,19
Ford,Fiesta,1.4,Petrol,2013,32544,14520,9
BMW,Z4,2.2,Petrol,2014,59274,26434,8
Toyota,RAV4,2.0,Hybrid,2001,202340,4610,21
VW,Passat,1.8,Diesel,1992,129841,3309,30
VW,Passat,1.8,Petrol,2005,80034,10836,17
Ford,Focus,2.0,Petrol,1996,192045,2469,26
Ford,Mondeo,2.0,Diesel,2019,36447,38177,3
Toyota,RAV4,2.4,Hybrid,1998,134946,7292,24
Toyota,Yaris,1.0,Petrol,2010,58886,9901,12
VW,Passat,1.6,Diesel,2000,127543,5414,22
Ford,Fiesta,1.0,Petrol,2004,157340,2758,18
Toyota,Yaris,1.0,Petrol,1991,169299,1214,31
Toyota,Yaris,1.4,Hybrid,1987,205406,966,35
VW,Golf,1.6,Petrol,2003,76484,7351,19
Ford,Fiesta,1.4,Petrol,2012,75934,10326,10
VW,Polo,2.0,Diesel,2000,127046,4109,22
Toyota,Prius,1.8,Hybrid,2017,39115,37356,5
VW,Passat,1.6,Diesel,2015,18626,30577,7
Toyota,Prius,1.4,Hybrid,1991,231525,1296,31
Ford,Focus,1.8,Petrol,1996,112992,4475,26
Ford,Fiesta,1.2,Petrol,2002,170034,2377,20
Ford,Mondeo,1.6,Diesel,2016,27842,29387,6
Ford,Fiesta,1.2,Hybrid,2015,39606,17681,7
Toyota,RAV4,2.4,Petrol,1996,284839,1414,26
Toyota,RAV4,1.8,Hybrid,2017,30794,46103,5
Toyota,Prius,1.0,Hybrid,2013,81281,16243,9
VW,Polo,1.2,Petrol,1991,163174,1241,31
Ford,Mondeo,2.0,Diesel,1991,212984,1530,31
BMW,M5,4.0,Petrol,2007,97405,31027,15
Ford,Fiesta,1.0,Petrol,1997,215739,1043,25
Toyota,Yaris,1.2,Hybrid,2003,85571,6820,19
Ford,Fiesta,1.2,Petrol,2001,185312,1951,21
Ford,Fiesta,1.4,Petrol,1991,287138,428,31
Porsche,718 Cayman,2.4,Petrol,2004,135042,9909,18
Toyota,Yaris,1.2,Hybrid,2015,56205,18479,7
VW,Passat,1.6,Petrol,2008,82771,12244,14
BMW,M5,5.0,Petrol,2017,39154,99436,5
VW,Golf,2.0,Petrol,2005,109364,7420,17
Ford,Focus,1.6,Petrol,1989,226513,1019,33
BMW,M5,5.0,Petrol,2014,58820,72066,8
VW,Golf,2.0,Hybrid,1994,158502,2898,28
Ford,Fiesta,1.0,Petrol,2008,67377,7080,14
Toyota,Yaris,1.0,Hybrid,2017,38436,21505,5
Ford,Mondeo,1.8,Diesel,1998,164481,3525,24
BMW,X3,2.4,Petrol,2012,90750,20490,10
Ford,Mondeo,1.4,Petrol,2012,53155,17227,10
Ford,Focus,1.8,Diesel,1993,176575,2301,29
VW,Polo,1.0,Petrol,1993,84410,2380,29
Ford,Mondeo,1.4,Diesel,1998,169919,2970,24
VW,Passat,2.0,Diesel,2015,45664,29228,7
VW,Polo,1.4,Petrol,2017,58793,16569,5
VW,Polo,1.2,Petrol,2013,42711,12990,9
Ford,Focus,1.6,Diesel,2004,93927,8692,18
Ford,Mondeo,2.0,Diesel,2016,54653,27962,6
Ford,Focus,1.8,Diesel,2016,58749,26080,6
Toyota,Prius,1.4,Hybrid,1990,274599,814,32
Ford,Mondeo,1.8,Diesel,2005,170050,5365,17
VW,Polo,2.0,Petrol,2010,71872,11395,12
VW,Polo,2.0,Diesel,2012,89417,12110,10
Ford,Mondeo,2.0,Diesel,2017,49974,30780,5
Toyota,RAV4,1.8,Hybrid,2015,49497,36072,7
Toyota,Prius,1.0,Hybrid,1988,108794,2516,34
Toyota,Prius,1.4,Hybrid,1985,157337,1661,37
VW,Golf,1.6,Diesel,2013,56754,17127,9
Porsche,718 Cayman,2.0,Petrol,1998,143853,5650,24
VW,Golf,1.6,Petrol,2013,71517,14808,9
Ford,Fiesta,1.0,Petrol,1992,268571,460,30
VW,Golf,2.0,Petrol,1995,170237,2340,27
Toyota,Yaris,1.2,Petrol,2011,95160,9049,11
Toyota,Prius,1.8,Hybrid,1990,133913,3178,32
VW,Passat,1.8,Diesel,2011,80451,16926,11
VW,Polo,1.0,Petrol,1995,168060,1420,27
Toyota,RAV4,1.8,Petrol,2015,65337,27163,7
Ford,Mondeo,1.8,Diesel,1991,182712,1893,31
Toyota,Yaris,1.2,Hybrid,1997,136584,3116,25
Toyota,Prius,1.8,Hybrid,2010,49300,22017,12
Ford,Fiesta,1.2,Petrol,1999,184669,1717,23
VW,Passat,1.8,Petrol,2004,100008,8796,18
Toyota,Prius,1.0,Hybrid,2010,96245,11961,12
Ford,Mondeo,2.0,Diesel,1995,262644,1268,27
Toyota,RAV4,2.4,Hybrid,2015,52330,40922,7
Toyota,RAV4,2.4,Hybrid,2020,19435,69312,2
Toyota,Yaris,1.2,Hybrid,2016,63664,18824,6
Ford,Fiesta,1.4,Petrol,2012,61988,11331,10
VW,Polo,1.2,Petrol,2010,33527,11231,12
Ford,Focus,1.6,Diesel,2013,17129,25771,9
VW,Golf,2.0,Diesel,1990,201008,1349,32
Toyota,Prius,1.8,Hybrid,2004,121307,8919,18
VW,Passat,1.6,Petrol,2006,151140,6368,16
VW,Golf,2.0,Petrol,2015,66206,19598,7
Ford,Mondeo,1.8,Diesel,2000,140343,4911,22
Toyota,Yaris,1.2,Hybrid,2017,37430,23698,5
VW,Golf,1.4,Diesel,1996,126814,3130,26
Ford,Focus,2.0,Petrol,2012,115289,13471,10
Toyota,Prius,1.8,Hybrid,1994,132870,4184,28
VW,Polo,2.0,Petrol,2012,92366,11293,10
VW,Polo,1.0,Diesel,2007,68019,7107,15
Toyota,Yaris,1.2,Petrol,1986,256473,438,36
BMW,Z4,2.4,Petrol,2016,33380,36980,6
Porsche,911,3.5,Petrol,2014,52773,74126,8
BMW,M5,4.4,Petrol,2010,78948,45287,12
Toyota,RAV4,2.4,Hybrid,2003,119563,11477,19
VW,Polo,1.4,Petrol,1992,160404,1467,30
Toyota,Yaris,1.2,Petrol,1999,157966,2493,23
VW,Golf,1.6,Petrol,2018,27157,27215,4
BMW,Z4,2.0,Petrol,2011,79703,18006,11
VW,Polo,1.4,Petrol,1998,167104,2069,24
Toyota,Yaris,1.2,Hybrid,2016,47924,20806,6
Ford,Focus,1.4,Diesel,2007,101073,9429,15
BMW,X3,3.0,Diesel,2016,25018,47818,6
BMW,X3,2.4,Diesel,1988,275595,902,34
Ford,Mondeo,1.6,Petrol,2003,156535,4720,19
Toyota,Yaris,1.4,Hybrid,2006,126743,6628,16
VW,Passat,2.0,Diesel,2006,100052,11120,16
VW,Passat,2.0,Petrol,1987,236388,954,35
Toyota,Prius,1.8,Hybrid,2007,121012,10918,15
Ford,Focus,2.0,Diesel,2000,206817,2972,22
Toyota,Prius,1.4,Hybrid,1992,142260,2996,30
BMW,Z4,2.0,Petrol,2014,37663,28810,8
Ford,Focus,1.0,Petrol,1991,168148,1535,31
Toyota,RAV4,1.8,Hybrid,2015,22825,42212,7
Toyota,RAV4,2.4,Hybrid,2005,114858,13594,17
Toyota,Prius,1.0,Hybrid,1993,89971,4028,29
VW,Golf,1.6,Petrol,1986,311658,316,36
Ford,Mondeo,1.4,Diesel,2004,148376,5299,18
Toyota,Yaris,1.2,Hybrid,2009,68155,11460,13
Toyota,Yaris,1.2,Petrol,2010,82934,9232,12
Toyota,Prius,1.8,Hybrid,2005,88808,12128,17
VW,Golf,1.4,Petrol,2016,37644,20964,6
VW,Polo,1.2,Petrol,2014,71010,11591,8
Toyota,Prius,1.8,Hybrid,2004,91064,11165,18
Ford,Mondeo,1.8,Diesel,1987,248446,805,35
Ford,Mondeo,2.0,Petrol,2015,48270,25928,7
Toyota,Yaris,1.4,Hybrid,2016,32161,24697,6
VW,Polo,2.0,Petrol,2015,68047,16315,7
BMW,M5,4.0,Petrol,1994,273292,2905,28
Toyota,RAV4,2.4,Hybrid,1999,167406,5976,23
Ford,Fiesta,1.2,Hybrid,2011,63482,11663,11
Ford,Fiesta,1.2,Diesel,2020,18077,24419,2
Ford,Focus,1.0,Petrol,2018,33714,24665,4
Ford,Fiesta,1.4,Petrol,2013,56754,12528,9
Ford,Mondeo,2.0,Petrol,1999,116570,5556,23
Ford,Mondeo,2.0,Petrol,2002,150200,5201,20
VW,Polo,1.2,Petrol,2011,55596,10495,11
Ford,Mondeo,1.8,Diesel,2002,148691,5245,20
Ford,Focus,1.8,Petrol,1993,387874,304,29
Toyota,Yaris,1.0,Petrol,2004,133498,3874,18
Toyota,Prius,1.0,Hybrid,2019,18083,35874,3
Toyota,Prius,1.8,Hybrid,1994,219451,2003,28
Toyota,Yaris,1.4,Hybrid,2020,8085,36811,2
Ford,Fiesta,1.0,Hybrid,2014,55390,13700,8
VW,Golf,1.4,Diesel,2016,35985,22229,6
Toyota,Prius,1.4,Hybrid,2013,39929,25111,9
VW,Golf,1.2,Petrol,2007,81447,8033,15
BMW,Z4,2.2,Petrol,2014,49329,28150,8
BMW,Z4,2.2,Petrol,2013,28964,29736,9
Ford,Focus,1.4,Petrol,2017,61651,22981,5
Toyota,Prius,1.8,Hybrid,2012,35178,27398,10
VW,Polo,1.4,Petrol,2005,136183,4251,17
Porsche,Cayenne,3.0,Petrol,2015,45607,51481,7
Toyota,Prius,1.0,Hybrid,2016,32437,27092,6
Toyota,Prius,1.4,Hybrid,2010,102038,13567,12
Toyota,Prius,1.0,Hybrid,2020,9787,40087,2
Toyota,RAV4,2.0,Hybrid,1994,144450,4725,28
Ford,Mondeo,1.6,Hybrid,2007,106403,10975,15
BMW,X3,2.0,Diesel,2006,95802,12696,16
VW,Passat,1.6,Diesel,1994,123733,3738,28
Toyota,RAV4,2.2,Petrol,1989,145022,2945,33
Toyota,Prius,1.4,Hybrid,2017,34908,33775,5
Ford,Mondeo,1.6,Diesel,2017,70518,24108,5
Porsche,718 Cayman,4.0,Petrol,1999,193219,5634,23
Toyota,RAV4,1.8,Hybrid,2006,131000,11107,16
Ford,Fiesta,1.4,Petrol,2013,59591,12302,9
BMW,M5,4.0,Petrol,2011,66966,50043,11
VW,Passat,1.8,Diesel,2006,137849,7897,16
Ford,Fiesta,1.2,Petrol,2000,114598,3250,22
VW,Passat,2.0,Diesel,2018,30929,38967,4
VW,Golf,1.4,Diesel,2016,32129,22735,6
Ford,Fiesta,1.2,Petrol,2000,83148,4087,22
Ford,Fiesta,1.0,Petrol,2012,82847,8321,10
Porsche,Cayenne,4.0,Petrol,1999,217039,5402,23
VW,Golf,1.6,Hybrid,1991,231937,1117,31
Toyota,RAV4,1.8,Petrol,1991,71702,5257,31
VW,Polo,1.4,Petrol,2010,31962,12242,12
VW,Golf,1.2,Diesel,2003,32559,8826,19
VW,Polo,1.6,Diesel,1996,259256,894,26
Ford,Mondeo,1.4,Diesel,2009,9700,19035,13
VW,Passat,2.0,Diesel,2005,87586,11378,17
Ford,Fiesta,1.2,Petrol,1998,155188,2061,24
Toyota,RAV4,2.2,Hybrid,2018,40276,51529,4
BMW,X3,3.0,Diesel,2007,160639,10016,15
VW,Passat,1.6,Diesel,2002,149336,5197,20
BMW,Z4,2.0,Petrol,1993,183921,2394,29
Toyota,RAV4,2.2,Hybrid,1991,199870,2537,31
Ford,Fiesta,1.0,Petrol,1998,88889,3136,24
Ford,Mondeo,1.4,Diesel,2021,7810,42784,1
Ford,Fiesta,1.0,Diesel,2013,80887,9468,9
Toyota,Prius,1.4,Hybrid,1990,28105,5806,32
Ford,Focus,2.0,Petrol,1997,213524,2183,25
Porsche,718 Cayman,2.0,Petrol,2021,17045,62459,1
Toyota,Prius,1.8,Hybrid,1995,104560,5555,27
Ford,Focus,1.4,Diesel,1985,296935,398,37
Ford,Focus,1.6,Petrol,2000,52712,8374,22
Toyota,Prius,1.0,Hybrid,2001,105569,6131,21
VW,Passat,1.4,Diesel,2006,101162,9228,16
BMW,Z4,2.4,Petrol,2013,43663,28479,9
Ford,Focus,1.0,Diesel,2000,114588,4518,22
Ford,Focus,2.0,Diesel,2011,92931,15609,11
Ford,Fiesta,1.2,Petrol,2001,167313,2276,21
Porsche,Cayenne,3.5,Petrol,1992,134759,6380,30
Ford,Mondeo,1.6,Diesel,2018,39007,31463,4
Porsche,Cayenne,3.0,Petrol,1991,262591,1808,31
Ford,Fiesta,1.0,Petrol,2006,99846,4941,16
VW,Polo,1.4,Petrol,1992,148145,1623,30
VW,Polo,2.0,Diesel,2001,160958,3339,21
BMW,Z4,2.0,Petrol,1991,292606,777,31
Ford,Focus,1.4,Petrol,1997,183699,2374,25
